Text,Source
"Kaluwitharana, slow in comparison, was bowled by Tendulkar for 53, but Aravinda de Silva with 49 not out helped see Sri Lanka home.",conll2003
The next match in the four-nation tournament is on Friday when Sri Lanka play Australia in a repeat of the World Cup final in Lahore where Sri Lanka won by seven wickets.,conll2003
CRICKET-SRI LANKA BEAT INDIA BY 9 WICKETS IN ONE-DAY MATCH.,conll2003
COLOMBO 1996-08-28,conll2003
Sri Lanka beat India by nine wickets in the second match of the Singer World Series one-day ( 50 overs ) cricket tournament on Monday.,conll2003
"Scores: India 226-5 in 50 overs, Sri Lanka 230-1 in 44.2 overs.",conll2003
CRICKET-INDIA V SRI LANKA SCOREBOARD.,conll2003
COLOMBO 1996-08-28,conll2003
World Series cricket match between India and Sri Lanka on,conll2003
India,conll2003
Sri Lanka,conll2003
Result: Sri Lanka won by 9 wickets,conll2003
CRICKET-INDIA WIN TOSS AND BAT AGAINST SRI LANKA.,conll2003
COLOMBO 1996-08-28,conll2003
India won the toss and elected to bat against Sri Lanka in the second day-night limited overs cricket match of the Singer World Series tournament on Wednesday.,conll2003
"India-Sachin Tendulkar ( captain ), Anil Kumble, Ajay Jadeja, Sourav Ganguly, Mohamed Azharuddin, Vinod Kambli, Rahul Dravid, Nayan Mongia, Javagal Srinath, Venkatesh Prasad, Ashish Kapoor.",conll2003
"Sri Lanka-Arjuna Ranatunga ( captain ), Sanath Jayasuriya, Romesh Kaluwitharana, Asanka Gurusinha, Aravinda de Silva, Hashan Tillekeratne, Roshan Mahanama, Kumara Dharmasena, Chaminda Vaas, Muthiah Muralitharan, Ravindra Pushpakumara.",conll2003
PRESS DIGEST-ANGOLA-AUG 28.,conll2003
LUANDA 1996-08-28,conll2003
"- Princeton Lyman, the U.S. Under-Secretary of State for International Organisations, will on Wednesday continue his work in Angola visiting Bailundo, where he should be received by Jonas Savimbi, leader of Unita.",conll2003
CAPE TOWN 1996-08-28,conll2003
South Africa's Truth and Reconciliation Commission said on Wednesday it would subpoena persons accused of human rights violations to appear before it.,conll2003
TURKISH AIRPLANE LANDS IN SOFIA ON BOMB THREAT.,conll2003
SOFIA 1996-08-28,conll2003
"A Turkish airliner on flight from Istanbul to Vienna on Wednesday landed in emergency at Sofia airport after receiving a bomb threat, said an airport official.",conll2003
""" The plane landed at Sofia airport at 1503 ( 1203 GMT ) after receiving a signal that there is an explosive on board,""the official, who declined to be named told Reuters.",conll2003
"In March a Turkish Cypriot airliner hijacked while on a flight from northern Cyprus to Istanbul landed in Sofia airport to refuel before landing in Munich, where the hijacker was arrested.",conll2003
"Arch Alberta well tests 1,100 bbl/ day.",conll2003
"FORT WORTH, Texas 1996-08-28",conll2003
"Arch Petroleum Inc said Wednesday an exploratory well in Alberta's Morinville area tested in excess of 1,100 barrels daily and will begin production immediately.",conll2003
"The company said the 90 percent owned Trax et al Morinville 10-23 logged 28 feet of productive Leduc Reef at 5,350 feet.",conll2003
"The Trax well is one of the prospects developed by Arch through its early 1996 purchase of Trax Petroleums Ltd, the company said.",conll2003
"It said another, the Cometra et al Morinville 11-13, has logged 128 feet of productive Leduc Reef at 5,400 feet and is flowing water free at the rate of 590 barrels of oil per day on a 15/ 64ths-inch choke.",conll2003
"A third well drilled in this area, the Trax et al Morinville 2-25, encountered the Leduc Reef but tested wet.",conll2003
"At the company's Nordegg prospect, the Apache et al Saunders 14-28, has reached total depth in the Leduc Reef at approximately 3,800 feet and has been abandoned, Arch said.",conll2003
"At the Butte prospect, the Garrington 4-8 has reached total depth of 11,500 and has logged 278 feet of Leduc Reef.",conll2003
"Including the costs of the two abandoned wells, the company said, these first prospects have added to reserves at a finding cost of about U.S.$ 2 per barrel of oil equivalent.",conll2003
"U.S. judge orders Biogen, Berlex officials deposed.",conll2003
BOSTON 1996-08-28,conll2003
"Now, U.S. District Judge Mark Wolf has ordered the chief counsel for Biogen, Michael Astrue, and Robert Chabora, his counterpart at Berlex be deposed about a May 21 meeting the two men attended to help him determine whether the lawsuit filed by Biogen against Berlex should be heard in Massachusetts.",conll2003
"Berlex filed a lawsuit against Biogen in U.S. District Court in Newark, N.J. in July, but Biogen had already filed a suit against Berlex in Massachusetts in May.",conll2003
Wolf ordered the depositions to determine if he or U.S. District Judge John Bissell of Newark should preside over the case.,conll2003
WASHINGTON 1996-08-28,conll2003
NEW YORK 1996-08-28,conll2003
"COMEX copper ended higher after a late, modest recovery dragged the market from the lows, but traders shrugged-off an imminent strike at Codelco's Salvador mine in Chile.",conll2003
The market was also waiting for Friday's LME stock report which will include figures delayed from Tuesday because of the U.K. public holiday on Monday when the LME was closed.,conll2003
"Workers at Salvador voted to strike from Saturday, and it was not clear when further talks between the unions and management would take place.",conll2003
""" Salvador is a small facility, and the prospects are that if there will be a strike, it will not be a long strike,""O'Neill said.",conll2003
U.S. copper service center shipments stable-CBSA.,conll2003
NEW YORK 1996-08-28,conll2003
"Average daily shipments from U.S. copper service centers in July fell three percent from the previous month, but were higher than in July 1995, the Copper and Brass Servicenter Association reported.",conll2003
"HARLEYSVILLE, Pa.",conll2003
"Chile's ENAP buys Oriente, Escravos crude for Oct.",conll2003
NEW YORK 1996-08-28,conll2003
"Chile's state oil company Empresa Nacional del Petroleo ( ENAP ) bought a second spot cargo of Oriente and nearly one million barrels of Escravos in a recent tender, traders said Wednesday.",conll2003
LONDON 1996-08-28,conll2003
"1241-Alexander III, King of Scotland, born.",conll2003
"King from 1249-1286, he consolidated royal power, leaving Scotland united and independent.",conll2003
1260-The Ghibellines retook the city of Florence from the Florentine Guelfs at the battle of Monte Aperto.,conll2003
"1781-Los Angeles was founded by Spanish settlers and named""El Pueblo de Nuestra Senora La Reina de Los Angeles""( The Town of Our Lady the Queen of the Angels ).",conll2003
"1870-In France, the Second Empire was ended and Napoleon III was deposed after his surrender two days earlier in the Franco-Prussian war.",conll2003
"1886-At Skeleton Canyon in Arizona, Geronimo, Apache chief and leader of the last great Red Indian rebellion finally surrendered to General Nelson Miles.",conll2003
1906-German-born U.S. biologist Max Delbruck born.,conll2003
"1907-Edvard Grieg, Norwegian composer best known for his""Peer Gynt Suite""and his Piano Concerto, died in Bergen.",conll2003
1908-U.S. film director Edward Dmytryk born.,conll2003
"Best known for his films""Crossfire ""-one of Hollywood's first attempts to deal with racial discrimination and""Farewell My lovely "".",conll2003
1909-The world's first Boy Scout Rally was held at Crystal Palace near London.,conll2003
1944-Brussels and Antwerp in Belgium were liberated by British and Canadian troops in World War Two.,conll2003
"1948-Wilhelmina, Queen of the Netherlands from 1890 and throughout World Wars One and Two abdicated in favour of her daughter Juliana.",conll2003
"1964-The Forth Road Bridge in Scotland, measuring 6156 ft, and with a centre span of 3300 ft, was opened by Her Majesty the Queen.",conll2003
"1965-Albert Schweitzer, theologian, philosopher and organist died in Gabon where he had set up a hospital in 1913.",conll2003
"1972-At the Olympic Games, U.S. swimmer Mark Spitz won his seventh gold medal, a record for a single Olympiad.",conll2003
1974-East Germany and the United States established formal diplomatic relations for the first time.,conll2003
"1977-E.F. ( Fritz ) Schumacher, economic guru and author of the best seller""Small is Beautiful "", died on his way to a conference in Switzerland.",conll2003
"1992-Bulgaria's former Communist leader Todor Zhivkov, deposed in 1989, was sentenced to seven years in prison after being found guilty of embezzling state funds.",conll2003
"1995-Declaring""united Jerusalem is ours "", Israel launched a 15-month celebration of the 3,000th anniversary of King David's proclamation of the city as the capital of the Jewish people.",conll2003
"1995-The Fourth World Conference on Women, the biggest U.N. gathering in history, began in China's Great Hall of the People with a U.N. declaration that sexual equality was the last great project of the 20th century.",conll2003
UK lowers noise limits for three London airports.,conll2003
LONDON 1996-08-28,conll2003
"The British government on Wednesday lowered the noise limits for London's Heathrow, Gatwick and Stansted airports and announced it would make a bigger effort in detecting and fining violators.",conll2003
"The present noise levels have applied at Heathrow, one of the world's busiest airports, since 1959 and at Gatwick since 1968.",conll2003
NEW YORK 1996-08-27,conll2003
"Philippoussis is on course for a third round meeting with world number one Pete Sampras of the United States, whom he beat at the Australian Open last January.",conll2003
LONDON 1996-08-28,conll2003
England have been given a final chance to remain in the Five Nations ' championship despite striking an exclusive television deal with Rupert Murdoch's Sky television.,conll2003
"In a statement on Wednesday, the Four Nations TV Committee said dates had been set for a competition involving Scotland, Wales, Ireland and France next year.",conll2003
England infuriated their championship colleagues when they decided to sign a 87.5 million pounds sterling ($ 135.8 million ) deal giving Sky television exclusive rights to rugby union matches in England.,conll2003
The present contract with the British Broadcasting Corporation was shared between the four home nations while France have their own television deal.,conll2003
"Last month Five Nations ' committee chairman Tom Kiernan said England would be thrown out of the competition""unless circumstances change in the near future "".",conll2003
Cricket-NZ face tough schedule at home and abroad.,conll2003
WELLINGTON 1996-08-28,conll2003
"World Cup cricket champions Sri Lanka will play two tests and three one-day internationals in a tour of New Zealand next March, officials said on Wednesday.",conll2003
"New Zealand Cricket said the Sri Lankans would play tests in Hamilton and Wellington and one-dayers in Auckland, Christchurch and Dunedin, following hard on the heels of a tour by England.",conll2003
New Zealand will also line up against Sri Lanka and Pakistan this November in a one-day champions trophy competition in Sharjah.,conll2003
"The team will go one to tour Pakistan, playing two tests and three one-day internationals.",conll2003
Soccer-Burundi disqualification from African Cup confirmed.,conll2003
CAIRO 1996-08-28,conll2003
The African Football Confederation ( CAF ) on Wednesday formally confirmed Burundi's disqualification from the African Nations Cup following the team's inability to travel for a qualifier against Central African Republic.,conll2003
The Burundi team were unable to leave their troubled country for a preliminary round first leg match in Bangui earlier this month because of an air ban imposed in a recent set of internationally-sponsored sanctions.,conll2003
"The Central African Republic qualified on a walkover to play in group four with Guinea, Sierra Leone and Tunisia.",conll2003
to disqualify the national team of Burundi from the 21st African Cup of Nations...,conll2003
Cricket-India 226-5 in 50 overs v Sri Lanka.,conll2003
COLOMBO 1996-08-28,conll2003
India scored 226 for five wickets in their 50 overs against Sri Lanka in the second day-night limited overs match of the Singer World Series tournament on Wednesday.,conll2003
Canada fast-tracks Chinese asylum-seekers-report.,conll2003
"VANCOUVER, British Columbia 1996-08-28",conll2003
"Canada is fast-tracking immigration applications from Chinese dissidents in Hong Kong before the British colony reverts to China's control next year, the Vancouver Sun reported on Wednesday.",conll2003
"The applications are being""fast-tracked in the sense that we are processing them and the ones who have been referred to us have been interviewed,""the newspaper quoted Garrett Lambert, Canada's high commissioner in Hong Kong, as saying.",conll2003
Canada's ministry of foreign affairs in Ottawa had no immediate comment on the report.,conll2003
About 80 Chinese dissidents are believed to be living in exile in Hong Kong.,conll2003
"Britain hands Hong Kong back to China at midnight on June 30, 1997, after 150 years of colonial rule.",conll2003
Canada's Minister of Foreign Affairs Lloyd Axworthy said after meeting Hong Kong Gov.,conll2003
Chris Patten last month that Canada may grant asylum to dissidents who have fled to Hong Kong from China.,conll2003
Chinese officials have said such dissidents may not become Hong Kong permanent residents since they entered the territory illegally but have also said their status would be decided by the post-1997 local Hong Kong administration.,conll2003
ABIDJAN 1996-08-28,conll2003
La Voie published an article suggesting the presence of Bedie had brought local team ASEC bad luck during their defeat by Orlando Pirates of South Africa in the final of the African Champions Cup in December.,conll2003
The United States embassy in Abidjan and international press organisations denounced the sentences as excessive.,conll2003
Village attack kills 38 in eastern Sierra Leone.,conll2003
FREETOWN 1996-08-28,conll2003
"Sierra Leonean rebels killed 31 villagers and seven soldiers in an attack on the eastern village of Foindu, Eastern Region Brigade Commander Major Fallah Sewa said on Wednesday.",conll2003
Sewa said the rebels overran Foindu despite the presence of government troops in the village on the highway between Mano Junction and the diamond town of Tongo Field.,conll2003
An army spokesman in Freetown said Monday night's attack was the third on a military post in the past week.,conll2003
Peace talks in Ivory Coast began in February.,conll2003
Aid agency says Sudan missionaries released.,conll2003
NAIROBI 1996-08-28,conll2003
"An aid agency said six Roman Catholic missionaries, including three Australian nuns, were freed by rebels in southern Sudan on Wednesday after being held for nearly two weeks.",conll2003
Zambia's Chiluba shuffles cabinet to fill vacancy.,conll2003
LUSAKA 1996-08-28,conll2003
Guinea launches war on fictitious civil servants.,conll2003
CONAKRY 1996-08-28,conll2003
Guinea launched a drive on Wednesday to rid the civil service payroll of fictitious workers as part of new prime minister Sidia Toure's campaign to cut government spending.,conll2003
Guinea is rich in minerals and has a vast potential for hydroelectric power generation but it faces stiff competition from its West African neighbours for foreign investment.,conll2003
"President Lansana Conte appointed Toure, a former senior civil servant in Ivory Coast, last month to clean up the administration and reform the economy following February's bloody army revolt.",conll2003
MONROVIA 1996-08-28,conll2003
"Ruth Perry, the woman with the task of uniting Liberia's squabbling factions around the latest peace plan, will be formally installed as head of the ruling State Council next Tuesday, a Council statement said.",conll2003
"Perry, a Liberian Senate member during the 1980s, returned to Monrovia on August 22 after West African leaders nominated her for the job under a peace deal signed in Nigeria's capital Abuja five days earlier.",conll2003
"Liberia's civil war, launched by Taylor in 1989, has killed well over 150,000 people.",conll2003
Faction fighting and an orgy of looting in the capital Monrovia in April and May killed hundreds of people.,conll2003
Freed American slaves founded Liberia in 1847.,conll2003
Nigeria rights group says four academics arrested.,conll2003
LAGOS 1996-08-28,conll2003
"The main academic union, ASUU, along with two smaller university unions, was banned by Nigeria's military government last week, because of a four-month strike by teachers for better working conditions.",conll2003
Nigeria is under fire from many Western countries for human rights abuses and lack of democracy.,conll2003
"Commonwealth foreign ministers are to meet in London on Wednesday to discuss what action to take, after a visit to Nigeria was called off when the government imposed strict rules on whom the mission would be allowed to see.",conll2003
Nigeria was suspended from the club of Britain and its former colonies in November after the hanging of nine minority rights activists for murder in spite of international pleas for clemency.,conll2003
BRATISLAVA 1996-08-28,conll2003
""" One of the police versions in the case of the murder of young gypsy woman in Topolcany, western Slovakia, this July, is a suspicion that Mark Dutroux could have been involved in the murder,""Gajdos said without elaborating on the age of the victim and on the other versions.",conll2003
"Slovak police, Interpol, and Belgian police have been following leads on Dutroux's activities in Slovakia and the neighbouring Czech Republic where he is known to have made frequent visits.",conll2003
"Gajdos said the police sketch of the suspected murderer was""60 percent identical with Dutroux's portrait "", and that Dutroux was known to have been in Topolcany around the time of the woman's murder.",conll2003
""" Topolcany and the area around this town were reported to have been the most visited places by Dutroux and his accomplices in Slovakia,""Gajdos said.",conll2003
"Dutroux, a convicted child rapist and unemployed father-of-three, led police 11 days ago to the bodies of eight-year-olds Julie Lejeune and Melissa Russo in the garden of another of the six houses he owns around the southern Belgian city of Charleroi.",conll2003
"The Slovak police are also investigating visits by about 10 Slovak women, aged 17 to 22, to Belgium, at the invitation of Dutroux.",conll2003
"The women said they went to Belgium voluntarily and police suspect they were used to act in pornographic films, Gajdos said earlier this week.",conll2003
"But he added they had difficulty remembering what happened during their visits to Belgium, perhaps because of drugs, and were unsure whether they were filmed for pornography.",conll2003
WARSAW 1996-08-28,conll2003
"A man knifed to death international model Agnieszka Kotlarska outside her home in Wroclaw, western Poland, Polish television said on Wednesday.",conll2003
"She had been due to fly on a TWA airliner which exploded near New York last month, but had cancelled her booking, the newspaper said.",conll2003
MOSCOW 1996-08-28,conll2003
""" Western investors... will be investing in ADRs and I do not think people in Russia will be able to come up with the money for the underlying shares to drive the Russian shares to those levels,""Mokhoff said.",conll2003
Albania asks Greece to explain deportations.,conll2003
TIRANA 1996-08-28,conll2003
"Albania asked Greece on Wednesday to explain why it was deporting more Albanian immigrants, Foreign Minister Tritan Shehu said.",conll2003
"The Albanian daily Koha Jone reported earlier that Greece had deported about 5,000 Albanians in the last five days.",conll2003
""" The Foreign Ministry is trying to find out from the Greek embassy why Albanian refugees have been deported from Greece,""Shehu told Reuters.",conll2003
"Athens and Tirana signed an accord in May to legalise the status of Albanian immigrant workers, estimated at 350,000, and remove a long-standing stumbling block in relations between the two Balkan neighbours.",conll2003
SOFIA 1996-08-28,conll2003
"Bulgaria has restored ownership rights to pre-communist private owners of 75 percent of the arable land or around four million hectares, an Agriculture Ministry official said on Wednesday.",conll2003
""" So far 75 percent has been returned with the land restitution almost completed in some regions like Southeastern Bulgaria but lagging behind in other areas, predominantly in the mountains,""the official told a news conference.",conll2003
MOSCOW 1996-08-28,conll2003
"German Chancellor Helmut Kohl, who spoke to President Boris Yeltsin by telephone on Wednesday, plans a trip to Moscow on September 7 and will visit Yeltsin at his vacation home near Moscow, Interfax news agency said.",conll2003
"Yeltsin had told Kohl about efforts to find a political solution to the conflict in Russia's breakaway Chechnya region, Interfax added.",conll2003
"Yeltsin, who left on vacation on Monday, is staying at an exclusive private hunting lodge some 100 km ( 60 miles ) from Moscow.",conll2003
"Germany has been one of the loudest critics of Russia's military intervention in Chechnya, a 20-month-old conflict in which tens of thousands of people have been killed.",conll2003
"NAGYATAD, Hungary 1996-08-28",conll2003
"Bosnian refugees in Hungary, the first to vote last weekend in their country's first post-war election, found the rules confusing and some had no idea who they voted for, refugees and officials said on Wednesday.",conll2003
""" For the most part they really didn't understand what was going on,""the director of the Nagyatad camp Lajos Horvath told Reuters on Wednesday.",conll2003
"Some Moslem refugees among the 385 registered voters Hungary's largest camp Nagyatad have written to the OSCE complaining that they were unable to vote in contests for the president or assembly of the Bosnian-Croat Federation, where most Moslems live.",conll2003
"This was because their pre-war homes are now in the Serb-controlled territory, so they were voting for the national assembly of the Republika Srbska, most of the candidates for which are Serbs.",conll2003
"For the foreign powers which back last year's Dayton peace agreement, the main point of the election rules is that by voting as though they were still in their pre-war homes, Bosnians should override the effects of ethnic cleansing and reassert the concept of a single multi-ethnic state.",conll2003
Under the election rules citizens vote for a three-man presidency and House of Representatives for all Bosnia-Hercegovina and for assemblies and cantonal seats in either the Moslem-Croat Federation or the Republika Srbska.,conll2003
On Sunday voters in Hungary also cast ballots for municipal councils but these will be invalidated following the cancellation of local elections by the OSCE on Tuesday.,conll2003
"Seventy eight-year-old Mandolina Zelic, a Bosnian Croat who has spent the last five years in Nagyatad, told Reuters she had cast her ballot because she 'd been told to by the camp authorities but had no idea who she voted for.",conll2003
Estonia presidential race next round on Sept 20.,conll2003
TALLINN 1996-08-28,conll2003
"Estonia will hold the next round of an inconclusive state presidential race on September 20, parliamentary officers of the Baltic state ruled on Wednesday.",conll2003
Lebed likely to fail on Chechnya-Polish minister.,conll2003
WARSAW 1996-08-28,conll2003
"Russian security chief Aleksander Lebed faces an almost impossible task in Chechnya and is likely to be sidelined, Polish Foreign Minister Dariusz Rosati was reported as saying on Wednesday.",conll2003
"According to best-selling daily Gazeta Wyborcza, Rosati told the Polish parliament's foreign affairs committee on Tuesday that the fact Lebed had been charged with resolving the conflict in Chechnya showed he would be marginalised.",conll2003
"Lebed, who has arranged a military truce with separatist rebels in the southern Russia region, was in Moscow this week seeking support for a deal on Chechnya's political status.",conll2003
"Gazeta Wyborcza quoted Rosati as saying Yeltsin was very ill and effectively on leave, but for now retained control in Russia although matters were passing into the hands of his close collaborators.",conll2003
"Rosati said Russia's July polls, in which Yeltsin won re-election, showed democracy had passed an important test and the Russian people had chosed the path of further reforms.",conll2003
"But he said a power struggle in Russia's ruling circles could not be ruled out, which could harm further reforms.",conll2003
"On Moscow's foreign policy, Rosati said it had changed its stance on NATO's eastward expansion and was preparing itself for Poland's inevitable entry into the Western alliance.",conll2003
Romania state budget soars in June.,conll2003
BUCHAREST 1996-08-28,conll2003
"Romania's state budget deficit jumped sharply in June to 1,242.9 billion lei for the January-June period from 596.5 billion lei in January-May, official data showed on Wednesday.",conll2003
"Romania's government is expected to revise the 1996 budget on Wednesday to bring it into line with higher inflation, new wage and pension indexations and costs of energy imports that have pushed up the state deficit.",conll2003
Costa Rica says Dutch pair kidnapped by Nicaraguans.,conll2003
"SAN JOSE, Costa Rica 1996-08-28",conll2003
The Costa Rican government said on Wednesday that a Dutch couple abducted over the weekend from a tree farm in northern Costa Rica was kidnapped by former Nicaraguan guerrillas.,conll2003
"Earlier this year, a German tourist and a Swiss tour guide were kidnapped from the same general area in northern Costa Rica near the Nicaraguan border.",conll2003
"Because of the apparent threat to foreigners in Costa Rica near the Nicaraguan border, Arce said the government has advised many to take additional security measures on their own.",conll2003
"The plantation is owned by Dutch citizen Ebe Huizinga, who has since arrived in Costa Rica to deal with the matter.",conll2003
"BOGOTA, Colombia 1996-08-28",conll2003
A top judicial official and critic of President Ernesto Samper accused the government of indifference on Wednesday over efforts to lift Colombia's five-year-old ban on extradition.,conll2003
""" It would seem that the subject of extradition is unworthy of an opinion from the government,""Deputy Prosecutor-General Adolfo Salamanca said.",conll2003
"U.S. Ambassador Myles Frechette applauded the move, saying it could prompt the Clinton administration to remove Colombia from a list of outcast nations that have failed to cooperate in U.S. counternarcotics efforts.",conll2003
"Salamanca, who spoke at a meeting on kidnapping in Colombia, has said in the past that there was ample evidence to prove that Samper's campaign received millions of dollars in contributions from the country's top drug lords.",conll2003
Quake shakes Costa Rica during Hashimoto visit.,conll2003
"SAN JOSE, Costa Rica 1996-08-28",conll2003
"A moderate earthquake measuring 5.0 on the Richter scale shook Costa Rica on Wednesday during a visit by Japanese Prime Minister Ryutaro Hashimoto, but there were no reports of casualties or damage, officials said.",conll2003
"The quake struck at 11.16 a.m. ( 1716 GMT ) and was centred 10 miles ( 16 km ) south of the port of Quepos, which is 90 miles ( 140 km ) south of the capital San Jose, the Costa Rican Volcanic and Seismologicial Observatory said.",conll2003
"The quake took place a few minutes before the end of a welcoming ceremony at Juan Santamaria airport for Hashimoto, who was starting a three-hour visit as part of a Latin American tour.",conll2003
Barrier removed to Brazil CVRD sell-off.,conll2003
BRASILIA 1996-08-28,conll2003
The motion was put forward by Sen.,conll2003
"-- William Schomberg, Brasilia newsroom 55-61-2230358",conll2003
SYDNEY 1996-08-29,conll2003
-- Sydney newsroom 61-2 9373-1800,conll2003
Briton held in Thailand over 4.4 kg heroin find.,conll2003
BANGKOK 1996-08-28,conll2003
"Thai airport police arrested a British bartender for allegedly attempting to board a flight for Amsterdam with nearly 4.4 kg ( 9.68 lb ) of heroin in his luggage, police said on Wednesday.",conll2003
"Police said James Lee Williams, 28, was stopped at a Bangkok airport departure lounge on Monday after officials found the drug in a bag that Williams planned to carry onto the plane.",conll2003
PLO Council calls for halt to contacts with Israel.,conll2003
"RAMALLAH, West Bank 1996-08-28",conll2003
"The Palestinian Legislative Council on Wednesday called for a halt to contacts with Israel, just hours after President Yasser Arafat said the Jewish state had effectively declared war on the Palestinians by pursuing its hardline policies.",conll2003
The council was meeting in Ramallah to discuss Israel's new policy of Jewish settlement expansion and its uncompromising line on Jerusalem since Prime Minister Benjamin Netanyahu took office in June.,conll2003
Arafat had earlier blasted Israel saying its policies amounted to a declaration of war against the Palestinian people.,conll2003
He also called for the first general strike in two years in the West Bank and Gaza on Thursday.,conll2003
ANKARA 1996-08-28,conll2003
The PUK said the ceasefire was agreed after talks between U.S. Assistant Secretary for Near East Affairs Robert Pelletreau and PUK leader Jalal Talabani.,conll2003
"Talabani has agreed to take part in talks in London on reaching a comprehensive settlement for the PUK-KDP conflict, the PUK statement said.",conll2003
ANKARA 1996-08-28,conll2003
"An Iraqi Kurdish group on Wednesday said Iraq was massing troops near Kurdish regions in the north, where a U.S.-led allied air force protects the local population against attacks from Baghdad.",conll2003
The PUK statement follows KDP assertions that the PUK is receiving military support from Iran.,conll2003
"U.S., French and British aircraft have safeguarded the Iraqi Kurdish population against aggression from Baghdad since shortly after the Gulf War in 1991.",conll2003
"The allied force, known as Operation Provide Comfort, is based in southern Turkey.",conll2003
Iraq says hijackers were not diplomats.,conll2003
BAGHDAD 1996-08-28,conll2003
"Iraq on Wednesday said the hijackers of a Sudanese airliner were not Iraqi diplomats and added that""noble Iraqis""would never contemplate such an action.",conll2003
The official Iraqi News Agency ( INA ) quoted Iraq's ambassador in Khartoum as saying that Iraq's embassy in the Sudanese capital had nothing to do with the Monday night hijacking.,conll2003
"Iraq's ambassador in Khartoum denounced the hijacking and described it as a terrorist act which had nothing to do""with the morals and values of noble Iraqis,""INA said.",conll2003
The hijack started when the flight left Khartoum for Amman on Monday night.,conll2003
The hijackers told the crew they had grenades and other explosives and threatened to blow up the plane if they were not taken to London.,conll2003
"The airliner refuelled at Larnaca, Cyprus and landed at London's Stansted airport in the early hours of Tuesday.",conll2003
"VENTURA, Calif. 1996-08-28",conll2003
Republican presidential candidate Bob Dole Wednesday accused the Clinton administration of ignoring drug use among teenagers and said if elected he would use the National Guard to stop drugs from entering the United States.,conll2003
"Meanwhile, in Los Angeles, Dole's running mate, Jack Kemp, campaigned aggressively for the black vote in an area that was the flashpoint of the 1992 Los Angeles riots.",conll2003
"Kemp told a crowd of about 300 African Americans in south central Los Angeles,""Keep your eyes open, keep your ears open, keep your heart open.",conll2003
"In Dole's address to a group that was largely white, the presidential nominee likened the stream of illegal drugs into the United States to missiles aimed at American children and promised to appoint federal judges who would be tough on illegal drug use.",conll2003
""" They're aiming millions and millions of missiles right at these young people, whether it's a needle, whether it's a cigarette, whatever the delivery system is--it's poison and it's got to stop in America. """,conll2003
"Dole said 70 percent of the cocaine that entered the United States and 40 percent of the marijuana came from Mexico. """,conll2003
"On Sunday near Chicago he accused President Bill Clinton of""raising the white flag""in the war on drugs.",conll2003
Dole was flanked by several California Republican politicians including Gov.,conll2003
"We need to get the kind of help we used to get when Ronald Reagan and George Bush were in the White House,""Wilson said.",conll2003
"BALANCE-Water Dist 1 Johnson Cty, Kan.",conll2003
", KS",conll2003
CHICAGO 1996-08-28,conll2003
WHEAT--Rains boost U.S. HRW planting prospects.,conll2003
"KANSAS CITY, Mo.",conll2003
"Above-normal summer rainfall in the U.S. High Plains has produced near-ideal conditions for planting the 1997 hard red winter wheat crop, analysts said Wednesday.",conll2003
"From central Texas north to Kansas, rains throughout July and August have relieved most of the drought conditions that plagued the region earlier this year.",conll2003
"The irony of the above-average summer rainfall was not lost on High Plains wheat producers, who only three months ago were caught in a drought so severe that old-timers likened conditions to the""Dust Bowl""days of the 1930s.",conll2003
"In northern Texas, the current rainfall situation was similar to most of Oklahoma, said Rodney Mosier, executive assistant for the Texas Wheat Producers.",conll2003
""" Up here in the Texas Panhandle, we've had some extremely beneficial rains that came through within the last several days and are really setting us up for ideal conditions for planting wheat,""Mosier said.",conll2003
"But he warned that the situation was not as ideal in central and southern Texas, where mositure levels were still short despite the rains brought by Hurricane Dolly last week.",conll2003
"In Kansas, typically the number one U.S. hard red winter wheat producer, topsoil moisture levels were rated mostly adequate during the week ended Sunday, according to the state's agricultural statistics service.",conll2003
"In its weekly report released Monday, the service said Kansas topsoil moisture was rated eight percent surplus, 77 percent adequate and 15 percent short to very short.",conll2003
"Oklahoma's Agricultural Statistics Service showed similar conditions, rating topsoil moisture levels as seven percent surplus, 81 percent adequate and 12 percent short to very short.",conll2003
"JACKSONVILLE, Fla. 1996-08-28",conll2003
Amoco says in talks over Yemen oil acreage.,conll2003
NEW YORK 1996-08-28,conll2003
"Amoco Corp officials said the company is in talks over crude oil production sharing in Yemen, but declined to comment on a published report Amoco had reached preliminary agreement on a block in the Shabwa area.",conll2003
""" We've been asked ( by Yemen ) not to comment ( on the talks ),""said Amoco spokesman Dan Dietsch. """,conll2003
"According to Middle East Economic Survey ( MEES ), Yemen and Amoco signed a""memorandum of understanding""for a production-sharing agreement in Shabwa Block No.",conll2003
"S-1 in the former South Yemen, which united with North Yemen in 1990.",conll2003
"According to another Amoco official, the company is not exploring now for oil anywhere in Yemen.",conll2003
"The former Soviet Union was displaced as contractor of the potentially rich Shabwa oilfields once it collapsed in December 1991, according to the International Petroleum Encyclopedia.",conll2003
Burundi defends military regime to hostile UN.,conll2003
Burundi's ambassador on Wednesday lashed out at economic sanctions imposed by African states and said any thought of an arms embargo would be a windfall for guerrillas fighting his army-run government.,conll2003
"In a lengthy debate on Burundi before the U.N. Security Council, Ambassador Nsanze Terence said the new military government took over to stabilise the country and wanted negotiations under former Tanzanian President Julius Nyrere.",conll2003
""" These ( African ) brothers should have been the first to bind the wounds of Burundi,""Terence said of the economic embargo. """,conll2003
